음식명,총내용량,열량(kcal)(1회제공량당),탄수화물(g)(1회제공량당),단백질(g)(1회제공량당),지방(g)(1회제공량당),당류(g)(1회제공량당),나트륨(mg)(1회제공량당),콜레스테롤(mg)(1회제공량당),포화지방산(g)(1회제공량당),트랜스지방(g)(1회제공량당)
베스트 콰트로(오리지널 M),134,312,,13,,6,598,,5,
베스트 콰트로(나폴리L),157,387,,18,,8,704,,6,
베스트 콰트로(나폴리M),107,259,,12,,5,499,,5,
베스트 콰트로(씬 L),129,306,,15,,7,698,,6,
베스트 콰트로(씬 M),181,457,,19,,9,868,,11,
베스트 콰트로(슈퍼시드 함유 도우L),112,274,,12,,6,540,,7,
베스트 콰트로(슈퍼시드 함유 도우M),132,322,,13,,12,517,,5,
베스트 콰트로 더블치즈엣지(오리지널 L),159,393,,17,,13,636,,6,
베스트 콰트로 더블치즈엣지(오리지널 M),160,384,,19,,7,732,,8,
베이컨체더치즈(오리지널 L),194,455,,23,,7,907,,9,
베이컨체더치즈(오리지널 M),114,311,,14,,4,399,,6,
베이컨체더치즈(나폴리L),129,356,,18,,5,529,,8,
베이컨체더치즈(나폴리M),176,465,,24,,5,696,,11,
베이컨체더치즈(씬 L),143,382,,21,,5,606,,9,
베이컨체더치즈(씬 M),147,437,,22,,4,671,,14,
베이컨체더치즈(슈퍼시드 함유 도우L),125,377,,19,,4,525,,12,
베이컨체더치즈(슈퍼시드 함유 도우M),113,307,,14,,6,455,,6,
베이컨체더치즈 더블치즈엣지(오리지널 L),129,355,,17,,7,500,,7,
베이컨체더치즈 더블치즈엣지(오리지널 M),135,364,,18,,4,508,,9,
불고기(오리지널 L),158,436,,21,,5,624,,11,
불고기(오리지널 M),121,291,,15,,6,406,,5,
불고기(나폴리L),129,319,,16,,6,441,,5,
불고기(나폴리M),177,421,,2,,7,696,,9,
불고기(씬 L),102,250,,14,,4,388,,5,
불고기(씬 M),162,394,,22,,8,649,,10,
불고기(슈퍼시드 함유 도우L),125,312,,18,,6,545,,9,
불고기(슈퍼시드 함유 도우M),121,301,,15,,8,400,,4,
불고기 더블치즈엣지(오리지널 L),134,342,,16,,8,458,,5,
불고기 더블치즈엣지(오리지널 M),139,350,,18,,5,490,,7,
블랙앵거스 스테이크(오리지널 L),158,405,,21,,6,571,,8,
블랙앵거스 스테이크(오리지널 M),126,307,,14,,7,471,,5,
블랙앵거스 스테이크(나폴리L),160,383,,17,,10,612,,7,
블랙앵거스 스테이크(나폴리M),103,248,,12,,7,440,,6,
블랙앵거스 스테이크(씬 L),121,296,,14,,8,555,,7,
블랙앵거스 스테이크(씬 M),169,459,,20,,11,736,,12,
블랙앵거스 스테이크(슈퍼시드 함유 도우L),103,266,,12,,7,413,,7,
블랙앵거스 스테이크(슈퍼시드 함유 도우M),126,301,,14,,9,487,,5,
블랙앵거스 스테이크 더블치즈엣지(오리지널 L),158,369,,17,,13,611,,6,
블랙앵거스 스테이크 더블치즈엣지(오리지널 M),156,388,,19,,8,743,,9,
블랙타이거 슈림프(오리지널 L),198,488,,23,,11,954,,12,
블랙타이거 슈림프(오리지널 M),123,288,,13,,8,568,,4,
블랙타이거 슈림프(나폴리M),191,453,,20,,14,863,,6,
블랙타이거 슈림프(나폴리L),159,358,,18,,13,819,,6,
블랙타이거 슈림프(씬 M),188,431,,20,,16,956,,7,
블랙타이거 슈림프(씬 L),125,308,,14,,12,674,,8,
블랙타이거 슈림프(슈퍼시드 함유 도우L),157,403,,18,,16,821,,9,
블랙타이거 슈림프 더블치즈엣지(오리지널 L),118,290,,13,,10,517,,4,
블랙타이거슈림프(슈퍼시드 함유 도우M),144,363,,18,,9,770,,7,
블랙타이거슈림프 더블치즈엣지(오리지널 M),193,468,,21,,18,884,,8,
슈퍼디럭스(오리지널 L),248,625,,32,,15,1362,,14,
슈퍼디럭스(오리지널 M),134,307,,17,,3,439,,5,
슈퍼디럭스(나폴리L),150,386,,19,,4,481,,7,
슈퍼디럭스(나폴리M),107,251,,12,,3,358,,5,
슈퍼디럭스(씬 L),118,282,,15,,3,408,,6,
슈퍼디럭스(씬 M),186,450,,24,,4,692,,12,
슈퍼디럭스(슈퍼시드 함유 도우L),155,393,,20,,4,542,,10,
슈퍼디럭스(슈퍼시드 함유 도우M),133,332,,14,,3,533,,5,
슈퍼디럭스 더블치즈엣지(오리지널 L),149,373,,16,,5,629,,6,
슈퍼디럭스 더블치즈엣지(오리지널 M),159,359,,19,,3,587,,8,
슈퍼슈프림(오리지널 L),188,452,,24,,3,669,,10,
슈퍼슈프림(오리지널 M),151,321,,17,,5,462,,5,
슈퍼슈프림(나폴리L),168,366,,20,,5,461,,6,
슈퍼슈프림(나폴리M),123,246,,14,,4,392,,5,
슈퍼슈프림(씬 L),139,291,,16,,5,494,,6,
슈퍼슈프림(씬 M),111,236,,13,,4,353,,6,
슈퍼슈프림(슈퍼시드 함유 도우L),120,251,,15,,5,376,,7,
슈퍼슈프림(슈퍼시드 함유 도우M),146,335,,15,,8,579,,6,
슈퍼슈프림 더블치즈엣지(오리지널 L),165,385,,19,,9,628,,6,
슈퍼슈프림 더블치즈엣지(오리지널 M),172,374,,21,,5,518,,7,
와규 앤 비스테카(오리지널 L),193,433,,24,,5,587,,9,
와규 앤 비스테카(오리지널 M),130,305,,14,,8,374,,5,
와규 앤 비스테카(나폴리L),154,377,,16,,7,387,,6,
와규 앤 비스테카(나폴리M),107,247,,16,,7,310,,5,
와규 앤 비스테카(씬 L),130,306,,18,,7,379,,6,
와규 앤 비스테카(씬 M),179,477,,23,,15,602,,12,
와규 앤 비스테카(슈퍼시드 함유 도우L),104,262,,12,,7,307,,7,
와규 앤 비스테카(슈퍼시드 함유 도우M),131,306,,13,,8,363,,6,
와규 앤 비스테카 더블치즈엣지(오리지널 L),156,354,,16,,9,399,,6,
와규 앤 비스테카 더블치즈엣지(오리지널 M),163,388,,19,,8,712,,7,
우리 고구마(오리지널 L),198,484,,25,,9,934,,10,
우리 고구마(오리지널 M),128,321,,13,,9,441,,6,
우리 고구마(나폴리L),157,372,,15,,14,552,,6,
우리 고구마(나폴리M),107,273,,11,,9,406,,6,
우리 고구마(씬 L),134,311,,12,,12,475,,7,
우리 고구마(씬 M),175,482,,19,,17,682,,13,
우리 고구마(슈퍼시드 함유 도우L),109,277,,10,,13,389,,7,
우리 고구마(슈퍼시드 함유 도우M),130,338,,13,,10,494,,6,
우리 고구마 더블치즈엣지(오리지널 L),166,399,,15,,17,529,,7,
우리 고구마 더블치즈엣지(오리지널 M),156,399,,18,,9,696,,8,
직화 스테이크(오리지널 L),193,482,,22,,14,829,,11,
직화 스테이크(오리지널 M),126,304,,14,,5,587,,5,
직화 스테이크(나폴리L),160,370,,20,,6,752,,6,
직화 스테이크(나폴리M),100,240,,12,,4,497,,4,
직화 스테이크(씬 L),134,314,,16,,6,668,,6,
직화 스테이크(씬 M),162,444,,20,,6,886,,10,
직화 스테이크(슈퍼시드 함유 도우L),110,308,,14,,4,552,,8,
직화 스테이크(슈퍼시드 함유 도우M),124,308,,14,,6,568,,5,
직화 스테이크 더블치즈엣지(오리지널 M),162,406,,18,,8,756,,8,
직화 스테이크 더블치즈엣지(오리지널 L),194,480,,24,,6,1006,,10,
치즈(오리지널 L),151,364,,20,,5,815,,7,
치즈(오리지널 M),191,466,,24,,7,638,,6,
치즈(나폴리L),112,285,,15,,5,403,,4,
치즈(나폴리M),136,352,,19,,6,574,,7,
치즈(씬 L),116,305,,18,,5,460,,6,
치즈(씬 M),110,314,,17,,5,423,,9,
치즈(슈퍼시드 함유 도우L),124,374,,20,,5,572,,11,
치즈(슈퍼시드 함유 도우M),191,491,,24,,11,626,,7,
치즈 더블치즈엣지(오리지널 L),112,292,,14,,7,345,,4,
치즈가든(오리지널 L),243,601,,29,,9,905,,12,
치즈가든(오리지널 M),109,250,,10,,5,353,,3,
치즈가든(나폴리L),132,287,,14,,6,412,,4,
치즈가든(나폴리M),171,363,,16,,7,591,,5,
치즈가든(씬 L),100,209,,9,,3,338,,3,
치즈가든(씬 M),137,303,,12,,6,432,,7,
치즈가든(슈퍼시드 함유 도우L),114,249,,10,,6,375,,6,
치즈가든(슈퍼시드 함유 도우M),109,245,,11,,5,372,,3,
치즈가든 더블치즈엣지(오리지널 L),129,296,,11,,6,433,,3,
치즈가든 더블치즈엣지(오리지널 M),138,316,,15,,4,536,,5,
치즈피자 더블치즈엣지(오리지널 M),168,380,,19,,5,681,,7,
페퍼로니(오리지널 L),145,397,,20,,5,539,,8,
페퍼로니(오리지널 M),102,271,,14,,4,401,,5,
페퍼로니(나폴리L),118,327,,16,,4,445,,6,
페퍼로니(나폴리M),148,426,,24,,5,680,,9,
페퍼로니(씬 L),127,384,,20,,4,558,,8,
페퍼로니(씬 M),131,386,,22,,4,567,,11,
페퍼로니(슈퍼시드 함유 도우L),109,336,,18,,4,503,,10,
페퍼로니(슈퍼시드 함유 도우M),105,283,,14,,4,348,,4,
페퍼로니 더블치즈엣지(오리지널 L),124,341,,16,,6,445,,6,
페퍼로니 더블치즈엣지(오리지널 M),124,341,,16,,4,480,,7,
포테이토(오리지널 L),147,403,,20,,4,576,,9,
포테이토(오리지널 M),139,322,,15,,4,380,,4,
포테이토(나폴리L),149,352,,16,,4,380,,5,
포테이토(나폴리M),115,260,,15,,3,332,,4,
포테이토(씬 L),122,292,,16,,3,338,,5,
포테이토(씬 M),103,224,,12,,3,298,,5,
포테이토(슈퍼시드 함유 도우L),109,243,,12,,3,296,,5,
포테이토(슈퍼시드 함유 도우M),139,317,,15,,5,349,,4,
포테이토 더블치즈엣지(오리지널 L),150,350,,16,,5,377,,4,
포테이토 더블치즈엣지(오리지널 M),154,362,,18,,3,459,,6,
핫치킨(오리지널 L),174,422,,21,,4,495,,8,
핫치킨(오리지널 M),119,287,,13,,9,601,,3,
핫치킨(나폴리L),144,346,,15,,13,684,,3,
핫치킨(나폴리M),188,466,,22,,15,1066,,7,
핫치킨(씬 L),114,274,,14,,8,588,,4,
핫치킨(씬 M),152,410,,20,,18,942,,7,
핫치킨(슈퍼시드 함유 도우L),132,323,,15,,14,736,,6,
핫치킨(슈퍼시드 함유 도우M),119,297,,13,,10,563,,3,
핫치킨 더블치즈엣지(오리지널 L),146,361,,16,,10,632,,3,
핫치킨 더블치즈엣지(오리지널 M),143,356,,18,,8,757,,6,
먹물 오징어링,182,441,,22,,9,873,,7,
슈퍼곡물 치킨(10조각),105,650,,17,,1,721,,2,
옥수수 버터구이(6개),178,481,,36,,4,1025,,4,
치킨퐁듀 그라탕,176,370,,36,,20,542,,6,
퀴노아 치킨 샐러드,358,827,,32,,14,1965,,11,
트러플 리조또,137,121,,8,,10,153,,0,
포테이토 순살치킨(3조각),285,650,,17,,8,1123,,26,
프레시 코울슬로,305,729,,42,,12,1199,,5,
프레시 콘샐러드,100,133,,1,,9,158,,4,
프렌치 라따뚜이,100,135,,2,,11,315,,4,
하프&하프 스파게티 (NEW 치즈 & 화이트 크림),329,382,,20,,16,1237,,7,
화이트 크림 스파게티,395,705,,28,,11,1347,,18,
NEW 치즈 볼로네즈 스파게티,392,851,,29,,9,1258,,29,
미닛메이드 스파클링 청포도 1.25L,399,559,,27,,13,1444,,7,
스프라이트 1.5L,1250,450,,0,,113,38,,0,
스프라이트 500ml,1500,700,,0,,170,150,,0,
씨그램(레몬맛) 350ml,500,233,,0,,57,50,,0,
코카콜라 1.25L,200,92,,0,,0,12,,0,
코카콜라 500ml,1250,550,,0,,137.5,37.5,,0,
코카콜라 제로 1.5L,500,216,,0,,54,15,,0,
코카콜라 제로 500ml,1500,0,,0,,0,100,,0,
티본스테이크&쉬림프(클래식)M,188,433,0,22,,13,740,,7,
티본스테이크&쉬림프(클래식)L,101,226,0,11,,7,380,,3.7,
티본스테이크&쉬림프(크런치)M,123,292,,13,,7,480,,4.3,
티본스테이크&쉬림프(크런치)L,121,292,,13,,7,460,,4.3,
티본스테이크&쉬림프(리치골드)M,118,286,,14,,7,480,,6,
티본스테이크&쉬림프(리치골드)L,113,274,,13,,7,460,,5,
티본스테이크&쉬림프(치즈크러스트)M,106,260,,14,,5,460,,5,
티본스테이크&쉬림프(치즈크러스트)L,105,254,,13,,5,430,,4.6,
더블치즈 티본스테이크(클래식)M,196,466,,23,,17,900,,7,
더블치즈 티본스테이크(클래식)L,199,471,,22,,19,880,,7,
더블치즈 티본스테이크(크런치)M,117,284,,13,,8,490,,4.2,
더블치즈 티본스테이크(크런치)L,118,285,,13,,8,480,,4,
더블치즈 티본스테이크(리치골드)M,115,282,,14,,8,520,,6,
더블치즈 티본스테이크(리치골드)L,110,267,,13,,8,480,,5,
더블치즈 티본스테이크(치즈크러스트)M,103,257,,14,,6,500,,5,
더블치즈 티본스테이크(치즈크러스트)L,101,248,,13,,6,460,,4.4,
쉬림프올인(클래식)M,192,392,,23,,6,650,,4.5,
쉬림프올인(클래식)L,100,207,,12,,3,330,,2.4,
쉬림프올인(크런치)M,117,274,,12,,5,430,,3.7,
쉬림프올인(크런치)L,124,290,,13,,5,450,,4,
쉬림프올인(리치골드)M,116,274,,14,,5,440,,5,
쉬림프올인(리치골드)L,116,270,,13,,5,420,,4.7,
쉬림프올인(치즈크러스트)M,104,247,,13,,3,400,,4.1,
쉬림프올인(치즈크러스트)L,107,249,,13,,3,400,,3.9,
갈릭버터쉬림프(클래식)M,187,440,,21,,9,640,,7,
갈릭버터쉬림프(클래식)L,101,233,,11,,5,340,,3.9,
갈릭버터쉬림프(크런치)M,120,294,,13,,6,450,,5,
갈릭버터쉬림프(크런치)L,127,312,,14,,6,480,,6,
갈릭버터쉬림프(리치골드)M,119,294,,15,,7,470,,6,
갈릭버터쉬림프(리치골드)L,118,293,,15,,6,460,,6,
갈릭버터쉬림프(치즈크러스트)M,107,266,,14,,4,420,,6,
갈릭버터쉬림프(치즈크러스트)L,110,271,,14,,4,420,,5,
토핑킹(크런치)M,118,297,,13,,6,510,,4.6,
토핑킹(크런치)L,123,310,,14,,6,530,,5,
토핑킹(리치골드)M,117,297,,16,,7,530,,6,
토핑킹(리치골드)L,114,291,,15,,6,510,,6,
토핑킹(치즈크러스트)M,105,270,,14,,4,480,,5,
토핑킹(치즈크러스트)L,106,269,,14,,4,460,,4.7,
치즈킹(크런치)M,123,322,,15,,5,520,,7,
치즈킹(크런치)L,126,331,,15,,5,530,,7,
치즈킹(리치골드)M,122,322,,17,,5,540,,9,
치즈킹(리치골드)L,117,311,,17,,5,520,,8,
치즈킹(치즈크러스트)M,110,295,,16,,3,490,,8,
치즈킹(치즈크러스트)L,109,290,,16,,3,470,,8,
큐브스테이크(크런치)M,121,304,,12,,6,510,,5,
큐브스테이크(크런치)L,129,321,,13,,7,550,,6,
큐브스테이크(리치골드)M,120,304,,15,,7,540,,7,
큐브스테이크(리치골드)L,121,301,,14,,7,540,,6,
큐브스테이크(치즈크러스트)M,108,276,,14,,4,490,,6,
큐브스테이크(치즈크러스트)L,113,280,,13,,5,490,,6,
갈릭마블 스테이크(크런치)M,118,284,,12,,5,464,,4.6,
갈릭마블 스테이크(크런치)L,124,300,,13,,5,479,,4.9,
갈릭마블 스테이크(리치골드)M,117,284,,13,,6,498,,6,
갈릭마블 스테이크(리치골드)L,116,300,,14,,5,480,,6,
갈릭마블 스테이크(치즈크러스트)M,105,257,,13,,3,471,,4.9,
갈릭마블 스테이크(치즈크러스트)L,107,259,,13,,3,457,,4.7,
쉬림프&스테이크 올인(크런치)M,117,278,,12,,5,,,4.1,
쉬림프&스테이크 올인(크런치)L,123,294,,13,,5,,,4.4,
쉬림프&스테이크 올인(리치골드)M,119,292,,14,,5,,,6,
쉬림프&스테이크 올인(리치골드)L,119,290,,14,,5,,,6,
쉬림프&스테이크 올인(치즈크러스트)M,104,250,,13,,3,,,4.4,
쉬림프&스테이크 올인(치즈크러스트)L,106,253,,13,,3,,,4.2,
직화불고기(크런치)M,108,296,,13,,5,430,,5,
직화불고기(크런치)L,113,308,,13,,5,450,,6,
직화불고기(리치골드)M,107,296,,15,,6,450,,7,
직화불고기(리치골드)L,104,289,,14,,5,430,,6,
직화불고기(치즈크러스트)M,191,536,,28,,6,800,,12,
직화불고기(치즈크러스트)L,192,535,,26,,6,770,,11,
수퍼슈프림(크런치)M,115,285,,12,,4,423,,4.5,
수퍼슈프림(크런치)L,126,309,,13,,5,462,,5,
수퍼슈프림(리치골드)M,113,283,,14,,5,458,,6,
수퍼슈프림(리치골드)L,117,289,,15,,5,463,,6,
수퍼슈프림(치즈크러스트)M,102,256,,13,,2,407,,4.8,
수퍼슈프림(치즈크러스트)L,108,267,,14,,3,406,,4.9,
베이컨포테이토(크런치)M,121,313,,12,,5,460,,4.5,
베이컨포테이토(크런치)L,131,333,,13,,5,487,,5,
베이컨포테이토(리치골드)M,119,311,,14,,5,495,,6,
베이컨포테이토(리치골드)L,122,313,,14,,5,482,,6,
베이컨포테이토(치즈크러스트)M,107,284,,13,,3,469,,4.8,
베이컨포테이토(치즈크러스트)L,113,291,,13,,3,465,,4.9,
직화불고기L,168,445,,21,,6,507,,7,
페페로니M,128,339,,15,,4,460,,4.4,
페페로니L,152,404,,18,,4,551,,5,
수퍼슈프림L,194,445,,22,,5,549,,6,
치즈M,133,346,,17,,4,420,,7,
치즈L,158,411,,20,,4,500,,8,
펩시 500mL,500,217,,0,,57,17,,0,
펩시 1.25L,1250,541,,0,,103,35,,0,
칠성사이다 500mL,500,208,,0,,56,10,,0,
칠성사이다 1.25L,1250,520,,0,,139,25,,0,
콘샐러드,100,100,,2,,7,272,,1,
코울슬로,100,87,,1,,10,204,,1,
크림치킨파스타,351,633,,24,,7,1250,,12,
상하이쉬림프파스타,321,498,,22,,19,1630,,5,
팝콘치킨,134,416,,21,,2,420,,6,
치즈볼,130,413,,21,,5,420,,7,
오리지날 윙 4조각,126,270,,27,,3,650,,4,
오리지날 윙 8조각,252,540,,54,,4,1310,,9,
스파이시윙 4조각,166,373,,28,,20,950,,4,
스파이시윙 8조각,292,643,,55,,23,1600,,9,
치킨텐더 4조각,150,283,,20,,1,750,,3,
치킨텐더 8조각,300,567,,39,,1,1500,,6,
리치치즈파스타,366,690,,24,,0,930,,11,
그뤼에르 퐁듀소스,60,106,,3,,0,250,,1,
치즈크러스트 디핑소스,11,60,,0,,0,58,,1,
핫소스,2,1,,0,,0,12,,0,
바른생피클 L,120,50,,0,,9,5,,0,
바른생피클 M,70,55,,0,,11,5,,0,
갓치킨L(바삭한 크런치),136,410,,17,,6,600,,9,
갓치킨L(쫄깃한 클래식),145,381,,20,,5,583,,10.5,
순삭포테이토L(바삭한 크런치),154,496,,15,,3,560,,10,
순삭포테이토L(쫄깃한 클래식),125,353,,17,,5,626,,7.5,
케미콤보(쫄깃한 클래식),129,371,,17,,8,552,,6.7,
케미콤보(바삭한 크런치),129,306,,16,,6,520,,8,
폭폭치즈L(쫄깃한 클래식),158,413,,21,,6,645,,9.2,
폭폭치즈L(바삭한 크런치),121,372,,18,,5,532,,13,
얌얌페페로니L(쫄깃한 클래식),140,343,,16,,5,631,,6.9,
얌얌페페로니L(바삭한 크런치),106,343,,15,,4,488,,8,
씨푸드아일랜드 노엣지 R,106,265,,14,,5,550,,4,
씨푸드아일랜드 해쉬브라운R,121,311,,15,,6,598,,5,
씨푸드아일랜드 골드R,120,300,,15,,6,601,,6,
씨푸드아일랜드 크림치즈R,123,309,,14,,7,587,,6,
씨푸드아일랜드 에그타르트R,120,306,,14,,8,557,,6,
씨푸드아일랜드 치즈캡 R,118,297,,16,,5,630,,6,
씨푸드아일랜드 노엣지 L,133,341,,16,,6,670,,5,
씨푸드아일랜드 해쉬브라운 L,151,396,,17,,7,729,,6,
씨푸드아일랜드 골드L,149,383,,18,,7,734,,7,
씨푸드아일랜드 크림치즈 L,154,394,,17,,8,715,,7,
씨푸드아일랜드 에그타르트 L,149,390,,17,,9,679,,7,
씨푸드아일랜드 치즈캡 L,145,374,,19,,6,753,,6,
제주흑도새기 노엣지 R,195,454,,34,,12,792,,9,
제주흑도새기 해쉬브라운R,113,273,,18,,7,444,,6,
제주흑도새기 골드R,111,262,,19,,7,447,,6,
제주흑도새기 크림치즈R,115,271,,18,,8,433,,7,
제주흑도새기 에그타르트R,111,268,,18,,9,403,,6,
제주흑도새기 치즈캡 R,109,259,,20,,6,476,,6,
제주흑도새기 노엣지 L,126,296,,18,,6,464,,7,
제주흑도새기 해쉬브라운 L,145,352,,19,,7,524,,8,
제주흑도새기 골드L,143,339,,20,,7,528,,8,
제주흑도새기 크림치즈 L,147,350,,19,,8,509,,9,
제주흑도새기 에그타르트 L,143,346,,18,,10,473,,9,
제주흑도새기 치즈캡 L,139,329,,21,,6,547,,8,
치즈블라썸 스테이크 노엣지 R,193,510,,31,,6,844,,11,
치즈블라썸 스테이크 해쉬브라운R,112,301,,17,,4,470,,7,
치즈블라썸 스테이크 골드R,110,289,,17,,4,473,,7,
치즈블라썸 스테이크 크림치즈R,113,299,,17,,5,459,,7,
치즈블라썸 스테이크 에그타르트R,110,296,,16,,6,429,,7,
치즈블라썸 스테이크 치즈캡 R,113,262,,16,,3,548,,7,
치즈블라썸 스테이크 노엣지 L,122,321,,18,,4,558,,7,
치즈블라썸 스테이크 해쉬브라운 L,140,377,,19,,6,617,,8,
치즈블라썸 스테이크 골드L,134,364,,20,,6,621,,9,
치즈블라썸 스테이크 크림치즈 L,138,375,,19,,7,603,,9,
치즈블라썸 스테이크 에그타르트 L,134,371,,18,,8,567,,9,
치즈블라썸 스테이크 치즈캡 L,130,354,,21,,4,640,,8,
새우천왕 노엣지(오리진)R,176,435,,22,,10,742,,7,
새우천왕 치즈캡R,200,499,,27,,10,903,,10,
새우천왕 해쉬브라운R,103,233,,12,,6,419,,5,
새우천왕 에그타르트R,102,231,,11,,8,378,,5,
새우천왕 골드R,102,231,,12,,6,422,,5,
새우천왕 크림치즈R,105,234,,12,,7,408,,6,
새우천왕 노엣지(오리진)L,111,278,,14,,6,452,,4,
새우천왕 치즈캡L,123,311,,16,,6,535,,6,
새우천왕 해쉬브라운L,129,334,,15,,8,511,,6,
새우천왕 에그타르트L,128,327,,14,,10,461,,6,
새우천왕 골드L,128,320,,15,,8,516,,6,
새우천왕 크림치즈L,132,332,,15,,9,497,,7,
치우천왕 오리진R,178,450,,22,,10,718,,8,
치우천왕 치즈캡R,179,454,,29,,7,885,,8,
치우천왕 해쉬브라운R,185,481,,25,,10,821,,8,
치우천왕 에그타르트R,182,472,,24,,13,739,,9,
치우천왕 골드R,182,459,,26,,10,827,,8,
치우천왕 크림치즈R,189,477,,25,,11,798,,9,
치우천왕 노엣지L,104,265,,14,,5,554,,4,
치우천왕 치즈캡L,116,298,,17,,5,637,,5,
치우천왕 해쉬브라운L,122,321,,15,,6,614,,5,
치우천왕 에그타르트L,120,314,,15,,8,563,,6,
치우천왕 골드L,120,307,,16,,6,618,,6,
치우천왕 크림치즈L,125,319,,15,,7,599,,6,
트레비앙 해쉬브라운R,188,523,,21,,15,707,,9,
트레비앙 에그타르트R,184,514,,20,,19,626,,10,
트레비앙 오리진R,157,431,,19,,13,611,,7,
트레비앙 골드R,184,500,,21,,15,714,,10,
트레비앙 크림치즈R,191,519,,20,,17,684,,11,
트레비앙 치즈캡R,181,495,,24,,13,772,,10,
트레비앙 해쉬브라운L,126,348,,15,,10,480,,6,
트레비앙 에그타르트L,124,342,,14,,12,430,,7,
트레비앙 오리진L,108,292,,13,,8,421,,5,
트레비앙 골드L,124,335,,15,,10,485,,7,
트레비앙 크림치즈L,129,346,,14,,11,466,,7,
트레비앙 치즈캡L,120,325,,16,,8,504,,6,
러블리피스 해쉬브라운R,197,510,,24,,13,845,,9,
러블리피스 에그타르트R,193,501,,23,,16,763,,10,
러블리피스 오리진R,166,419,,21,,10,749,,7,
러블리피스 골드R,193,488,,24,,13,852,,10,
러블리피스 크림치즈R,100,253,,12,,7,411,,5,
러블리피스 치즈캡R,190,483,,27,,10,909,,10,
러블리피스 해쉬브라운L,119,308,,13,,7,516,,6,
러블리피스 에그타르트L,117,302,,13,,9,466,,6,
러블리피스 오리진L,101,253,,12,,6,457,,5,
러블리피스 골드L,117,295,,14,,7,521,,6,
러블리피스 크림치즈L,121,306,,13,,8,502,,7,
러블리피스 치즈캡L,113,286,,15,,6,540,,6,
스윗피스 해쉬브라운R,185,549,,17,,19,613,,9,
스윗피스 에그타르트R,182,540,,16,,22,531,,10,
스윗피스 오리진R,155,458,,15,,16,517,,7,
스윗피스 골드R,182,527,,18,,19,619,,10,
스윗피스 크림치즈R,189,545,,17,,20,590,,11,
스윗피스 치즈캡R,179,522,,21,,16,677,,10,
스윗피스 해쉬브라운L,123,376,,11,,14,393,,6,
스윗피스 에그타르트L,121,370,,11,,16,342,,6,
스윗피스 오리진L,105,320,,10,,13,334,,5,
스윗피스 골드L,121,363,,12,,14,397,,6,
스윗피스 크림치즈L,125,374,,11,,15,379,,7,
스윗피스 치즈캡L,117,353,,13,,13,416,,6,
로맨틱콤보 해쉬브라운R,191,530,,20,,16,729,,9,
로맨틱콤보 에그타르트R,188,521,,19,,19,647,,10,
로맨틱콤보 오리진R,160,438,,18,,13,633,,7,
로맨틱콤보 골드R,188,507,,21,,16,736,,10,
로맨틱콤보 크림치즈R,195,526,,20,,17,706,,11,
로맨틱콤보 치즈캡R,184,502,,24,,13,793,,10,
로맨틱콤보 해쉬브라운L,121,342,,12,,11,455,,6,
로맨틱콤보 에그타르트L,119,336,,12,,13,404,,6,
로맨틱콤보 오리진L,103,287,,11,,9,395,,5,
로맨틱콤보 골드L,119,329,,13,,11,459,,6,
로맨틱콤보 크림치즈L,123,340,,12,,12,440,,7,
로맨틱콤보 치즈캡L,115,320,,14,,9,478,,6,
포테이토 해쉬브라운R,180,436,,17,,9,646,,7,
포테이토 에그타르트R,177,427,,16,,13,564,,8,
포테이토 골드R,177,414,,18,,9,652,,8,
포테이토 크림치즈R,184,432,,17,,10,623,,9,
포테이토 해쉬브라운L,122,310,,13,,6,441,,5,
포테이토 에그타르트L,120,304,,12,,8,390,,6,
포테이토 골드L,120,297,,13,,6,445,,5,
포테이토 크림치즈L,125,308,,12,,7,426,,6,
쉬림프 해쉬브라운R,191,452,,22,,10,746,,8,
쉬림프 에그타르트R,187,442,,21,,14,665,,9,
쉬림프 오리진R,160,360,,20,,8,650,,6,
쉬림프 골드R,187,429,,23,,10,753,,9,
쉬림프 크림치즈R,194,448,,22,,12,723,,10,
쉬림프 치즈캡R,184,424,,26,,8,811,,9,
쉬림프 해쉬브라운L,120,287,,13,,6,517,,5,
쉬림프 에그타르트L,118,281,,13,,8,467,,6,
쉬림프 오리진L,102,231,,12,,5,458,,4,
쉬림프 골드L,118,273,,14,,6,521,,5,
쉬림프 크림치즈L,123,285,,13,,7,503,,6,
쉬림프 치즈캡L,114,264,,15,,5,540,,5,
하프앤하프 해쉬브라운R,185,444,,20,,10,696,,8,
하프앤하프 에그타르트R,182,435,,19,,13,615,,9,
하프앤하프 골드R,182,421,,20,,10,703,,8,
하프앤하프 크림치즈R,189,440,,19,,11,673,,10,
하프앤하프 해쉬브라운L,121,299,,13,,6,479,,5,
하프앤하프 에그타르트L,119,292,,12,,8,428,,6,
